provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Formosa;Enmascarado;Estatal;Urbano;18;18;18; ; ; ; ; ;8;6;2;3;3;4;11;6; ;3; ;10;6; ; ; ; ; ; ;1;1; ; ;11; ;1; ; ;2;6;3;1;11;8;2;4;2;3;7;8;15;15; ; ; ;5;4;8;6; ; ; ; ; 
Formosa;Enmascarado;Privado;Rural;4;4;4; ; ; ; ; ;4;2; ; ;2;2;3;2; ;1; ;4; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;1; ;4;2;1;1;1;2;1;1;2;2; ; ; ;1; ;2;1; ;3;2;3; 
Formosa;Enmascarado;Privado;Urbano;10;10;10; ; ; ; ; ;6;4;2;1;2;2;5;4; ;2; ;5; ;1;1; ; ; ; ; ; ; ; ;7; ; ;1; ;3;2;2; ;7;2;2;5;3; ;1;9;4;4; ; ; ;3;3;8;8;3;7;5;3;1
Formosa;FORMOSA;Estatal;Rural;38;36;35; ;1; ; ; ;18;26;8;5;11;8;20;12; ;5; ;23;12;11;10;3;1;3;1;6;2; ;1;29; ; ;1;1;7;18;7;1;20;20;10;14;9;6;6;26;29;29; ; ; ;13;8;17;11; ; ; ; ; 
Formosa;FORMOSA;Estatal;Urbano;163;163;163;2; ; ; ;1;83;125;51;23;43;38;128;67; ;29;12;147;82;39;47;10;7;17;14;27;25; ;15;160; ;1;14;11;99;43;23;13;153;124;97;92;71;59;35;69;142;142; ; ; ;68;53;146;107; ; ; ; ; 
Formosa;FORMOSA;Privado;Urbano;47;47;47; ; ; ; ; ;32;28;17;18;22;19;34;19; ;5;4;33;7;5;6;2;3;4;3;5;5; ;2;6;2;27;8;3;20;1;6;4;35;25;10;18;12;1; ;46;23;16;1;4;2;13;12;29;21;11;27;9;8;3
Formosa;LAISHI;Estatal;Rural;47;47;47; ; ; ; ; ;24;21;5;2;3;1;24;12; ;2; ;29;12;2;7; ; ; ; ;2;2; ;1;27; ;1;1;1;4;17;5;2;20;23;8;14;6;14;6;27;32;32; ; ; ;8;4;16;9; ; ; ; ; 
Formosa;LAISHI;Estatal;Urbano;14;14;14; ; ; ; ; ;7;10;4;2;5;5;10;5; ;2;2;14;7;2;3; ; ;2;2; ; ; ; ;12; ;1;1; ;5;5;2;2;13;11;6;8;4;4;3;7;11;11; ; ; ;6;4;9;7; ; ; ; ; 
Formosa;MATACOS;Estatal;Rural;31;5; ;5; ; ; ; ; ;1;1; ; ; ;2; ; ; ; ; ;1; ;1;1; ; ; ;1; ; ; ;3; ; ; ; ;1;1;1; ; ;2; ;1; ;4;8;19;22;22; ; ; ;2; ;5;2; ; ; ; ; 
Formosa;MATACOS;Estatal;Urbano;22;21;21; ; ; ; ; ;5;12;4;2;3;1;9;4; ;1; ;11;6;3;2;1; ;1;1;4;1; ;1;17; ; ;1; ;5;9;1;2;15;10;4;9;7;3;12;7;21;21; ; ; ;7;6;13;8; ; ; ; ; 
Formosa;PATIÑO;Estatal;Rural;218;178;169;9; ; ; ;1;57;54;23;17;24;26;69;30; ;15;3;73;34;9;14;4; ;4;5;16;5; ;1;103; ;1;7;5;24;45;18;15;72;72;18;49;12;44;43;131;159;159; ; ; ;33;12;83;31; ; ; ; ; 
Formosa;PATIÑO;Estatal;Urbano;89;89;89; ; ; ; ; ;30;43;16;17;14;13;45;19; ;6;3;46;35;6;10; ;1;2;1;6;3; ;2;71;1;1;4;3;12;30;22;7;58;49;23;27;18;33;24;32;63;63; ; ; ;23;15;52;32; ; ; ; ; 
Formosa;PILAGAS;Estatal;Rural;64;63;63; ; ; ; ; ;26;21;10;11;12;8;26;28; ;5;2;36;15;8;5;3;9;6;2;6;14; ; ;35; ;1; ; ;3;23;10;2;23;26;4;11;5;20;12;32;53;53; ; ; ;9;5;40;8; ; ; ; ; 
Formosa;PILAGAS;Estatal;Urbano;18;18;18; ; ; ; ; ;7;9;4;1;2;2;10;8; ;1; ;17;11;2;1; ; ;1;2;3;1; ; ;16; ; ; ;1;1;12;1;1;15;14;7;8;4;5;5;8;17;17; ; ; ;3;1;17;6; ; ; ; ; 
Formosa;PILCOMAYO;Estatal;Rural;94;89;88;1; ; ; ; ;35;39;16;7;26;18;40;28; ;10; ;42;24;10;11;5;1;7;7;9;7; ;4;37; ;3;3;1;10;22;4;2;30;27;12;14;12;16;19;59;64;64; ; ; ;18;12;54;19; ; ; ; ; 
Formosa;PILCOMAYO;Estatal;Urbano;66;66;66; ; ; ; ; ;42;48;21;11;21;15;47;25; ;6;7;54;28;7;10;3;2;3;3;7;6; ;2;52; ;7;10;4;19;18;13;5;59;46;23;22;20;12;25;29;50;50; ; ; ;22;15;47;27; ; ; ; ; 
Formosa;PILCOMAYO;Privado;Urbano;13;13;13; ; ; ; ; ;6;5;4;5;5;5;6;6; ;3;1;8;1;2;2; ;2;3;2;2;2; ; ;1; ;6;2;3;2; ;1;1;6;3;4;2;4; ; ;13;7;7; ; ; ;5;5;7;4;5;7;3;4;2
Formosa;PIRANE;Estatal;Rural;155;148;148;1;1;1;1;1;55;50;20;11;13;28;77;37; ;5;4;76;27;12;7;2;3;2;3;10;2; ; ;89; ;3;4;1;9;59;17;8;57;70;20;47;10;36;27;92;144;144; ; ; ;26;5;59;16; ; ; ; ; 
Formosa;PIRANE;Estatal;Urbano;67;67;67; ; ; ; ; ;37;52;16;12;11;11;46;27; ;3;3;54;34;13;15;4;1;5;6;11;4; ;1;52;1;2;6;4;15;21;10;3;47;40;30;38;27;26;13;28;59;58; ; ;1;28;21;45;32; ; ; ; ; 
Formosa;PIRANE;Privado;Urbano;11;11;11; ; ; ; ; ;4;4;2; ;1; ;5;2; ;1; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;4;1; ;4; ; ;2;6;3; ; ; ;2; ;9;2;1; ;1; ;1;1;8;5;5;6;4;3; 
Formosa;RAMON LISTA;Estatal;Rural;101;97;97; ; ; ; ; ;20;39;4;6;4;4;39;7; ;2; ;27;18;6;14; ;1; ;2;12;3; ; ;42;2; ;4;2;7;11;16;7;33;19;9;15;5;2;56;43;73;72; ;1; ;13;6;55;21; ; ; ; ; 
Jujuy;COCHINOCA;Estatal;Rural;37;37;35;1;4; ; ;1;30;33;10;2;11;20;34;4; ;11;1;23;9;1;2; ; ; ;2;1; ; ; ;32;1; ; ; ;2;30;1;1;16;14;5;17;4;1;15;21;37;37; ; ; ;10;3;31;16; ; ; ; ; 
Jujuy;DOCTOR MANUEL BELGRANO;Estatal;Rural;23;23;23; ; ; ; ; ;13;21;7;4;7;7;21;4; ;3;1;17;6;6;3; ; ;1;3;4; ; ; ;12;3;2; ; ;7;8;1;1;14;10;4;3;3;3;8;12;23;23; ; ; ;7;5;18;12; ; ; ; ; 
Jujuy;DOCTOR MANUEL BELGRANO;Estatal;Urbano;163;163;163; ;1; ; ; ;122;140;69;32;68;64;141;33; ;20;9;138;63;39;36;11;4;15;14;23;7; ;3;60;6;58;47;17;65;9;13;13;119;79;61;56;52;43;67;53;148;147;1; ; ;66;48;126;91; ; ; ; ; 
Jujuy;DOCTOR MANUEL BELGRANO;Privado;Urbano;67;67;67;2; ; ; ; ;52;58;49;36;41;38;60;28; ;12;5;61;10;9;16;8;9;11;10;12;5; ;1;3; ;63;27;7;43; ;5;8;64;48;27;37;30;5;1;61;57;48;4;4;1;33;29;39;22;4;11;11;10;3
Jujuy;EL CARMEN;Estatal;Rural;27;27;27; ;5; ; ; ;19;19;3;4;5;6;23;4; ;2;1;17;9; ;1; ; ;1; ; ;1; ; ;4;2;9;2;1;6;2;4;1;13;6;2;3;2;3;11;13;25;25; ; ; ;6;3;15;8; ; ; ; ; 
Jujuy;EL CARMEN;Estatal;Urbano;57;57;57; ;1; ; ; ;47;49;18;12;23;26;51;17; ;3;8;51;17;18;11;4;2;7;8;10;4; ;1;10;7;27;15;4;24; ;2;2;42;23;20;18;18;11;28;18;56;55;1; ; ;18;12;46;33; ; ; ; ; 
Jujuy;EL CARMEN;Privado;Urbano;9;9;9; ; ; ; ; ;7;6;5;4;3;4;7;2; ; ; ;9;1;3;3;3;2;2;3;3;1; ; ;2; ;7;3;3;4; ;1;1;9;4;3;5;3; ; ;9;8;7; ;1; ;4;4;6;6;1;3;2;2;1
Jujuy;Enmascarado;Estatal;Rural;6;6;5; ;1; ; ; ;5;4;2;1;2;3;6;1; ; ; ;5;2;1;1; ; ; ; ;1; ; ; ;2; ;1; ;1;1;2; ; ;3;2; ; ; ; ;3;3;6;6; ; ; ;1;1;5;4; ; ; ; ; 
Jujuy;Enmascarado;Estatal;Urbano;23;23;23; ;1; ; ; ;19;19;8;4;10;9;20;7; ;1;4;18;6;8;8;1; ;4;6;3; ; ;1;4;2;4; ; ;4;4;2;1;10;3;4;2;4;7;12;4;20;19; ; ;1;11;7;19;12; ; ; ; ; 
Jujuy;Enmascarado;Privado;Rural;3;3;3; ; ; ; ; ;2;1;1;1;2; ;2; ; ;1; ;2; ; ; ; ; ;1; ;1; ; ;1; ; ;2; ; ;2; ; ; ;2;1; ;1; ; ; ;3;3;2; ;1; ; ; ;1; ; ; ; ; ; 
Jujuy;Enmascarado;Privado;Urbano;12;12;12; ; ; ; ; ;8;8;4;4;3;3;11;3; ;3;2;12;3;3;3;3;3;2;2;4;1; ;2; ;1;11;6;1;8;1;2;3;12;9;6;8;6;2; ;10;10;9;1; ; ;5;5;12;7;1;3;2;1;1
Jujuy;HUMAHUACA;Estatal;Rural;44;44;38; ;8; ; ; ;26;39;6;4;11;20;42;3; ;6; ;20;5;4;4;1; ;2;3;2;1; ;1;24;3; ; ; ;3;24; ; ;17;17;3;6;2; ;11;33;44;44; ; ; ;16;7;26;7; ; ; ; ; 
Jujuy;HUMAHUACA;Estatal;Urbano;17;17;17; ; ; ; ;1;13;16;4;3;9;9;16;7; ; ;4;12;3;4;3; ; ;2;4;1;2; ; ;8;1;3;1; ;5;3;1;2;12;5;4;4;5;3;10;4;15;14; ; ;1;10;7;14;7; ; ; ; ; 
Jujuy;LEDESMA;Estatal;Urbano;63;63;62; ;1; ; ; ;41;47;15;11;22;16;49;16; ;1;3;49;12;14;9; ; ;5;5;7;1; ; ;13;5;17;8;3;18;3;5;1;34;11;12;10;9;9;33;21;56;56; ; ; ;20;14;42;32; ; ; ; ; 
Jujuy;LEDESMA;Privado;Urbano;9;9;9; ; ; ; ; ;4;8;4;1;3;3;8;2; ;1;2;8;1;1;3;1; ;1;1;1; ; ; ; ; ;9; ; ;8; ; ;2;9;3;2;4;3; ; ;9;6;5; ;1; ;4;3;5;2; ;1; ;2;1
Jujuy;PALPALA;Estatal;Rural;11;11;11; ;1; ; ; ;7;9;4;2;3;4;11;3; ;2;2;7;3;3;2;1;1;2;2;2;1; ;1;3;1;1;2; ;2;3; ; ;2;3; ;1;2;2;1;8;11;11; ; ; ;2;2;8;5; ; ; ; ; 
Jujuy;PALPALA;Estatal;Urbano;27;27;27; ;1; ; ; ;24;25;12;6;16;16;24;13; ;5;2;23;12;7;5;2;2;4;6;3;5; ;3;7;2;16;14;2;17;2; ;5;25;12;11;11;10;5;17;5;26;26; ; ; ;15;11;24;17; ; ; ; ; 
Jujuy;RINCONADA;Estatal;Rural;19;19;19; ;1; ; ; ;14;16;4;1;10;14;18;4; ;3; ;14; ;2;2; ; ;1;1;1; ; ; ;13; ;1; ;1;2;11;1; ;9;5;2;5;2;1;8;10;19;19; ; ; ;5;4;13;6; ; ; ; ; 
Jujuy;SAN ANTONIO;Estatal;Rural;8;8;8; ; ; ; ; ;6;8;3;1;4;5;7;1; ;3; ;7;3;2;2;1;1;1;1;1;1; ; ;2; ;1; ; ;1;1;1; ;2;2;1;3; ;2;4;2;8;8; ; ; ;2;1;7;6; ; ; ; ; 
Jujuy;SAN PEDRO;Estatal;Rural;27;27;27; ;1; ; ;1;13;18;6;3;7;7;19;5; ;4;2;18;6;3;3; ; ;2;1;1; ; ;1;3; ; ;1; ;2; ;1; ;3;2;1; ; ;4;10;13;26;25; ;1; ;1; ;16;10; ; ; ; ; 
Jujuy;SAN PEDRO;Estatal;Urbano;55;55;54; ;2; ; ; ;40;41;19;10;15;20;48;16; ;6;4;47;27;13;7;2; ;2;6;6;4; ;2;19;2;17;13;4;21;2;5;3;38;19;16;19;19;17;25;13;53;53; ; ; ;21;18;41;27; ; ; ; ; 
Jujuy;SAN PEDRO;Privado;Urbano;13;13;13; ; ; ; ; ;12;9;10;2;10;4;12;7; ;1; ;11;2;3;3;3; ;4;1;4;2; ;1; ; ;11;5;1;5; ;2; ;11;10;7;9;5; ; ;13;12;11; ;1; ;6;5;7;5;3;3;2; ;1
Jujuy;SANTA BARBARA;Estatal;Rural;11;11;11; ; ; ; ; ;9;8;4;4;4;4;9;1; ; ;3;7;2;1;1; ; ; ; ; ; ; ; ;1; ;1; ;1; ;1; ; ;2; ; ; ; ;3;1;7;11;11; ; ; ;2;2;8;2; ; ; ; ; 
Jujuy;SANTA BARBARA;Estatal;Urbano;19;19;18; ;2; ; ; ;11;15;6;2;5;4;15;6; ;2;1;11;3;5;6;1; ;2;2;1;1; ; ;2; ;2;1; ;2;1; ; ;4;2;1; ;2;1;11;7;17;17; ; ; ;5;2;13;8; ; ; ; ; 
Jujuy;SANTA CATALINA;Estatal;Rural;25;25;24; ;3; ; ; ;21;22;4;3;6;13;22;5; ;5;1;15;2; ;1;1;1; ; ;2; ; ; ;19;1; ; ;2;2;15;1; ;17;6;2;4;1; ;14;11;25;25; ; ; ;10;4;15;6; ; ; ; ; 
Jujuy;SUSQUES;Estatal;Rural;20;20;19;1;4; ; ; ;12;15;8;6;7;5;19;4; ;1;1;15;3;5;3; ; ;1;1;2; ; ; ;11;1; ; ; ;4;9; ;1;9;7;4;6;1;3;8;9;19;19; ; ; ;5;4;13;12; ; ; ; ; 
Jujuy;TILCARA;Estatal;Rural;19;19;12;1;7; ; ; ;14;15;4;2;7;10;16;4; ;1;1;13;6;3;2; ; ;1;3;2;1; ; ;10;4; ; ; ;2;11;1; ;13;6;2;1; ;2;6;11;19;19; ; ; ;5;2;11;7; ; ; ; ; 
Jujuy;TUMBAYA;Estatal;Rural;22;22;18; ;5; ; ; ;18;17;5;2;8;10;18;1; ;5;1;17;2;4;2; ; ; ;1;3; ; ;1;11;6; ;1; ;6;12; ; ;10;9;3;9;3;1;8;13;22;22; ; ; ;4;2;18;8; ; ; ; ; 
Jujuy;VALLE GRANDE;Estatal;Rural;14;14;9;2;3; ;1; ;11;10;1;1;6;7;13;2; ;6;1;9;4; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;1;7; ; ;3;1; ;6;1;2;4;8;13;13; ; ; ;3;1;12;6; ; ; ; ; 
Jujuy;YAVI;Estatal;Rural;34;33;33; ; ; ; ; ;30;28;4;3;12;19;30;7; ;4;1;21;3;2;2; ; ; ; ; ; ; ; ;21; ;1;1; ;3;16;2;1;20;14;2;5; ; ;12;22;34;34; ; ; ;16;4;21;11; ; ; ; ; 
Jujuy;YAVI;Estatal;Urbano;18;18;18; ;1; ; ; ;17;12;5;4;8;9;12;6; ;3;2;12;4;7;4; ; ;2;2;2; ; ; ;8;2;2;9; ;7;1;1;2;12;6;7;7;4;2;12;4;16;16; ; ; ;8;4;16;11; ; ; ; ; 
La Pampa;ATREUCO;Estatal;Rural;9;9;9; ; ; ; ;1;7;8;3;1;4;6;9;9; ;2; ;9;7;2;3;1;1;2;2;3;3; ;1;6;2;1; ;2;6;1; ;1;5;9;2;6;3; ;1;8;9;9; ; ; ;6;1;8;1; ; ; ; ; 
La Pampa;ATREUCO;Estatal;Urbano;10;10;10; ; ; ; ; ;7;8;5; ;5;6;8;7; ;2;2;8;6;3;4;3; ;3;2;2;3; ; ;7;2;1; ; ;7;3;1;2;10;9;5;8;2; ;1;9;10;8; ;1;1;1; ;6;4; ; ; ; ; 
La Pampa;CALEU CALEU;Estatal;Rural;5;5;5; ;1; ; ; ;3;3;1; ;2;1;3;1; ;1; ;3;2;3;1; ; ;1;1;1;1; ;1;3; ;1;2;1;2;2;1; ;4;4;1;3;1;2; ;3;4;4; ; ; ;3; ;4;1; ; ; ; ; 
La Pampa;CAPITAL;Estatal;Rural;6;6;6; ; ; ; ; ;5;6;5;2;6;6;6;5; ; ; ;6;5;2;3;2;2;3;3;1;2; ; ;3;2; ; ; ;3;2;1; ;3;5;3;3;1;2;2;2;6;6; ; ; ; ; ;4;3; ; ; ; ; 
La Pampa;CAPITAL;Estatal;Urbano;102;102;102; ; ; ; ; ;71;95;39;29;66;53;72;53; ;28;5;90;62;33;34;5;7;24;22;11;17; ;9;92;2;7;32;4;78;1;3;13;80;90;57;50;22;17;2;83;88;84; ;1;3;26;17;78;49; ; ; ; ; 
La Pampa;CAPITAL;Privado;Urbano;26;26;26; ; ; ; ; ;21;18;15;12;16;14;18;20; ;6;1;23;6;7;7;3;4;5;4;3;4; ;2; ;1;25;12; ;22;2; ;4;25;22;10;13;10; ; ;26;11;9;1;1; ;9;6;23;10; ;4;5;6;1
La Pampa;CATRILO;Estatal;Rural;7;7;7; ; ; ; ; ;5;7;3;1;3;2;6;4; ;2; ;7;6; ;2;2; ;1; ;2;1; ; ;5;2; ;1; ;5;3; ; ;6;7;1;2;1;2; ;5;5;5; ; ; ;3;2;5;3; ; ; ; ; 
La Pampa;CHAPALEUFU;Estatal;Rural;15;15;15; ; ; ; ; ;14;11;8;5;9;7;10;9; ;4;1;12;8;2;2;2;1;2;1;2;1; ;1;10; ;5;2; ;8;5;1;3;11;14;4;8;2;8;1;6;6;6; ; ; ;2;1;8;3; ; ; ; ; 
La Pampa;CHAPALEUFU;Estatal;Urbano;8;8;8;1; ; ; ; ;6;8;7;4;7;6;7;6; ;3;2;8;6;1;2;1;1;2;2;3;1; ;1;5;2; ;1;2;3; ; ;2;6;7;5;5;2;3; ;5;4;4; ; ; ;3;2;7;2; ; ; ; ; 
La Pampa;CHICAL CO;Estatal;Rural;7;7;7;1; ; ; ; ;6;6;4;2;3;1;7;3; ;1;1;5;6;2;2;1;1;1;1;2; ; ; ;7; ; ;1;1;2;4;1;1;6;7;3;2;1; ; ;7;4;4; ; ; ;3;1;5;3; ; ; ; ; 
La Pampa;CONHELO;Estatal;Rural;13;13;12; ; ; ; ;1;12;11;5;2;12;8;8;8; ;5; ;11;9;2;3; ; ;3;2; ; ; ; ;10; ; ;1;2;6;3;1;1;8;10;6;3; ;4; ;9;8;8; ; ; ;2; ;7;5; ; ; ; ; 
La Pampa;CONHELO;Estatal;Urbano;18;18;18; ; ; ; ; ;17;15;9;5;11;6;13;8; ;9;2;15;11;5;5;2; ;6;4;5;3; ;4;12;5;1;5;5;11;2;2;1;15;18;10;12;5;10;2;6;15;15; ; ; ;6;6;14;7; ; ; ; ; 
La Pampa;CURACO;Estatal;Rural;6;6;6; ; ; ; ; ;3;6;3; ;1;1;4;3; ; ; ;4;4;1;1; ; ; ; ; ; ; ; ;5; ; ; ; ;1;2;2;1;5;4;1;2; ; ; ;6; ; ; ; ; ;1; ;3;2; ; ; ; ; 
La Pampa;Enmascarado;Estatal;Rural;16;16;15;1;1; ; ; ;11;14;7;4;7;4;11;10; ;6;1;9;9;1;2; ;1; ; ;1;1; ; ;13;3; ;1;1;6;3;5;2;10;15;5;8;1;1;1;14;8;8; ; ; ;3; ;10;8; ; ; ; ; 
La Pampa;Enmascarado;Estatal;Urbano;20;20;20; ; ; ; ; ;17;20;12;11;12;12;18;11; ;8;1;18;13;5;7; ; ;3;5;2;2; ;2;17;3; ;1;2;12;6;2;1;17;17;8;11;7;5; ;15;18;16; ;1;1;6;6;12;6; ; ; ; ; 
La Pampa;Enmascarado;Privado;Rural;4;4;4; ; ; ; ; ;4;3;3;1;3;3;4;1; ;1;1;4; ;1;1;1;1;1;1;1; ; ; ;1;2;1; ; ;4; ; ;1;4;2;2;2;3;3; ;1;3;1; ;1;1;3;1;3;1; ; ; ;4; 
La Pampa;Enmascarado;Privado;Urbano;19;19;19; ; ; ; ; ;15;19;14;6;16;12;19;7; ;3;1;18;3;5;5;4;3;7;6;7;4; ; ;1;2;16;3;4;12;3;3;3;19;17;15;15;11;8;1;10;13;9;2; ;2;12;12;19;17; ;5;5;16;2
La Pampa;GUATRACHE;Estatal;Rural;11;11;11; ; ; ; ; ;9;11;5;2;6;5;11;5; ;3; ;7;6;1;1;1; ; ; ;1;1; ; ;10;1; ;1; ;7;2;3; ;7;11; ;5;1;1;1;9;10;10; ; ; ;4;1;4;1; ; ; ; ; 
La Pampa;GUATRACHE;Estatal;Urbano;6;6;6; ; ; ; ; ;6;6;6;3;4;5;6;5; ;3; ;6;5;1;2;2;1;2;1;2;3; ; ;5; ;1; ;1;5; ; ; ;6;6;4;4;2; ;2;4;5;5; ; ; ;2;1;4;4; ; ; ; ; 
La Pampa;LOVENTUE;Estatal;Rural;11;11;11;1; ; ; ; ;5;11;2; ;4;4;9;8; ;3;1;10;7;1;6; ; ; ; ;1;3; ;2;10; ;1; ; ;5;4;1;2;8;11;5;7;1; ;1;10;10;10; ; ; ;5; ;9;2; ; ; ; ; 
La Pampa;LOVENTUE;Estatal;Urbano;6;6;6; ; ; ; ; ;6;6;5;1;3;4;6;3; ;1;1;6;2;4;4;4; ;2;3;5;1; ; ;5; ;1; ; ;4;2;1; ;6;6;5;5;3;2; ;4;6;6; ; ; ;4;1;6;3; ; ; ; ; 
La Pampa;MARACO;Estatal;Rural;13;13;13; ; ; ; ; ;12;10;5;1;7;8;8;6; ; ; ;10;6; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ;4;3;3; ;8;10; ;5;2;1; ;12;8;8; ; ; ; ; ;3;2; ; ; ; ; 
La Pampa;MARACO;Estatal;Urbano;47;47;47; ; ; ; ; ;43;46;28;12;33;30;41;28; ;9;2;41;31;20;20;2; ;16;14;9;7; ;5;44;1;1;22;8;23;1;8;4;43;43;28;25;14;8;1;38;38;38; ; ; ;17;11;37;28; ; ; ; ; 
La Pampa;MARACO;Privado;Urbano;8;8;8; ; ; ; ; ;8;8;6;4;4;4;7;5; ; ;1;7; ;4;2; ;1;3;1;2;1; ; ; ; ;8;1; ;6;2;2;1;8;8;4;7;2; ; ;8;5;4;1; ; ;4;4;6;2; ;4;4;3;1
La Pampa;PUELEN;Estatal;Rural;10;10;10; ; ; ; ; ;6;10;6;1;4;4;7;4; ;3; ;10;8;2;1; ; ; ;1;1; ; ;1;8; ; ; ;1; ;5;2;1;7;8;2;6;1;2; ;8;5;5; ; ; ;2; ;7;3; ; ; ; ; 
La Pampa;PUELEN;Estatal;Urbano;11;11;11; ; ; ; ; ;11;11;8;2;7;6;9;5; ;5; ;10;7;5;6;2;1;3;4;2;3; ;2;8; ;2;1; ;6;4;1;1;9;8;10;7;6;1;3;7;9;9; ; ; ;9;4;11;7; ; ; ; ; 
La Pampa;QUEMU QUEMU;Estatal;Rural;8;8;8; ; ; ; ; ;7;6;3;3;2;3;6;5; ;3; ;7;4;1;1;1;1;1;1;1;1; ; ;7;1; ; ; ;6;1; ;1;8;8;2;7;2;2;1;5;6;6; ; ; ;1;1;2;1; ; ; ; ; 
La Pampa;QUEMU QUEMU;Estatal;Urbano;8;8;8; ; ; ; ; ;8;8;4;5;8;6;8;8; ;4; ;8;6;4;3;2;3;3;2;4;3; ; ;5;1;2; ;1;5;1;2;1;8;8;5;8;2;5;1;2;7;7; ; ; ;2;2;6;5; ; ; ; ; 
La Pampa;RANCUL;Estatal;Rural;15;15;15; ; ; ; ; ;9;12;8;4;7;5;12;5; ;4; ;10;8;2;2;1;1;2;1;1;1; ; ;10;2;2; ; ;5;5;3;2;10;13;4;6;3;3; ;12;10;10; ; ; ;3; ;5;2; ; ; ; ; 
La Pampa;RANCUL;Estatal;Urbano;12;12;12; ; ; ; ; ;10;9;6;4;7;4;11;7; ;1;1;10;9;1;2; ; ; ; ;1; ; ; ;9;3; ; ; ;9;2;1;2;10;9;6;5;5;1;1;10;6;6; ; ; ;4;4;8;5; ; ; ; ; 
La Pampa;REALICO;Estatal;Rural;14;14;14; ; ; ; ; ;14;14;9;6;11;9;11;9; ;5;1;14;11;3;2; ;2;4;4; ;1; ; ;11; ;3;1;3;6;5; ; ;11;14;4;6;3;3;3;8;12;12; ; ; ;5;3;9;4; ; ; ; ; 
La Pampa;REALICO;Estatal;Urbano;16;16;16;1; ; ; ; ;14;15;12;6;12;11;13;6; ;8;1;15;10;4;6;3;3;4;3;4;3; ;2;9;3;4;3;4;9;3;2;1;16;14;9;8;4;7;3;6;12;12; ; ; ;6;5;11;7; ; ; ; ; 
La Pampa;TOAY;Estatal;Urbano;12;12;12; ; ; ; ; ;10;10;4;4;8;9;8;4; ; ;1;11;8;3;3;1; ;3;3;1;1; ; ;12; ; ;4; ;8;1;2;1;9;12;6;7;3;3; ;9;10;9; ;1; ;3;2;6;6; ; ; ; ; 
La Pampa;TRENEL;Estatal;Rural;6;6;6; ; ; ; ; ;6;6;4;3;3;2;4;4; ;2; ;5;3; ; ; ; ; ; ;1; ; ; ;6; ; ;2; ;3; ; ;3;4;6;1;2; ;2;1;3;2;2; ; ; ;1; ;3; ; ; ; ; ; 
La Pampa;UTRACAN;Estatal;Rural;15;15;15; ; ; ; ; ;10;13;10;3;9;8;11;8; ;1; ;14;10;2;2;1; ;1;2;1;1; ; ;12;1; ;2;1;7;2;5; ;12;12;2;7;1;1; ;14;10;9; ;1; ;2;1;7;2; ; ; ; ; 
